id_municipio_ibge;nome_municipio;populacao_municipio;id_foro;nome_foro;total_varas_foro;entrancia;endereco_sede;latitude;longitude;id_cj;nome_cj;id_raj;nome_raj;populacao_foro;qt_cidades_foro;cidades_no_foro;qt_cidades_cj;cidades_na_cj;unidades;total_varas_municipio;varas_municipio;varas_foro
3534401;Osasco;728615;3534401;Osasco;18;Entrância Final;Avenida das Flores , 703 - Jardim das Flores, 06110-100;-23.52877847236069;-46.78927079300531;4;4ª Osasco;1;1ª Grande São Paulo;728615;1;Osasco;6;Barueri, Carapicuíba, Jandira, Osasco, Pirapora do Bom Jesus, Santana de Parnaíba;Fórum Osasco ( Principal), Fórum Osasco (CEJUSC), Fórum Osasco (Varas da Fazenda Pública), Fórum Osasco II - (Varas da Família e das Sucessões);18;1ª Vara Criminal, 1ª Vara Cível, 1ª Vara do Juizado Especial Cível, 2ª Vara Criminal, 2ª Vara Cível, 2ª Vara do Juizado Especial Cível, 3ª Vara Criminal, 3ª Vara Cível, 4ª Vara Criminal, 4ª Vara Cível, 5ª Vara Cível, 6ª Vara Cível, 7ª Vara Cível, 8ª Vara Cível, Ofício do Juizado Especial Cível, Setor Técnico da Vara da Infância e da Juventude, Vara da Infância e da Juventude, Vara do Júri e Execuções Criminais;1ª Vara Criminal, 1ª Vara Cível, 1ª Vara do Juizado Especial Cível, 2ª Vara Criminal, 2ª Vara Cível, 2ª Vara do Juizado Especial Cível, 3ª Vara Criminal, 3ª Vara Cível, 4ª Vara Criminal, 4ª Vara Cível, 5ª Vara Cível, 6ª Vara Cível, 7ª Vara Cível, 8ª Vara Cível, Ofício do Juizado Especial Cível, Setor Técnico da Vara da Infância e da Juventude, Vara da Infância e da Juventude, Vara do Júri e Execuções Criminais
3534500;Oscar Bressane;2470;3535507;Paraguaçu Paulista;1;Entrância Inicial;Avenida Siqueira Campos , 1429 - Vila Affini, 19703-001;-22.459088909114485;-50.626560899858546;26;26ª Assis;5;5ª Presidente Prudente;47158;4;Borá, Lutécia, Oscar Bressane, Paraguaçu Paulista;18;Assis, Borá, Campos Novos Paulista, Cruzália, Cândido Mota, Echaporã, Florínia, Ibirarema, João Ramalho, Lutécia, Maracaí, Oscar Bressane, Palmital, Paraguaçu Paulista, Pedrinhas Paulista, Platina, Quatá, Tarumã;;0;;Juizado Especial Cível e Criminal
3534609;Osvaldo Cruz;31272;3534609;Osvaldo Cruz;3;Entrância Inicial;Avenida Estados Unidos , 480 - Jardim das Bandeiras, 17700-000;-21.73276741408135;-50.87389890344581;30;30ª Tupã;5;5ª Presidente Prudente;49134;4;Osvaldo Cruz, Parapuã, Sagres, Salmourão;17;Adamantina, Arco-Íris, Bastos, Flórida Paulista, Herculândia, Iacri, Inúbia Paulista, Lucélia, Mariápolis, Osvaldo Cruz, Parapuã, Pracinha, Queiroz, Rinópolis, Sagres, Salmourão, Tupã;"Fórum ""Desembargador Márcio Munhoz"", Fórum Osvaldo Cruz II - CEJUSC";3;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal
3534708;Ourinhos;103970;3534708;Ourinhos;7;Entrância Final;Rua dos Expedicionários , 1895 - Jardim Matilde, 19902-610;-22.952676958562666;-49.852417421597444;25;25ª Ourinhos;3;3ª Bauru;117697;3;Ourinhos, Ribeirão do Sul, Salto Grande;16;Bernardino de Campos, Canitar, Chavantes, Espírito Santo do Turvo, Ipaussu, Manduri, Ourinhos, Piraju, Ribeirão do Sul, Salto Grande, Santa Cruz do Rio Pardo, Sarutaiá, São Pedro do Turvo, Tejupá, Timburi, Óleo;Fórum I Ourinhos, Fórum II Ourinhos (Residência Oficial);7;1ª Vara Criminal, 1ª Vara Cível, 2ª Vara Criminal, 2ª Vara Cível, 3ª Vara Cível, Ofício do Juizado Especial, Vara do Juizado Especial Cível;1ª Vara Criminal, 1ª Vara Cível, 2ª Vara Criminal, 2ª Vara Cível, 3ª Vara Cível, Ofício do Juizado Especial, Vara do Juizado Especial Cível
3534757;Ouroeste;10294;3534757;Ouroeste;0;Entrância Inicial;Rua Brás Cubas , 1315 - centro, 15685-000;-19.92244507045213;-50.401961617180625;18;18ª Fernandópolis;8;8ª São José do Rio Preto;16297;3;Guarani d'Oeste, Indiaporã, Ouroeste;15;Dolcinópolis, Estrela dOeste, Fernandópolis, General Salgado, Guarani d'Oeste, Indiaporã, Macedônia, Meridiano, Nova Castilho, Ouroeste, Pedranópolis, Populina, São João das Duas Pontes, São João de Iracema, Turmalina;FORO DA COMARCA DE OUROESTE, Fórum ca Comarca de Ouroeste II (CEJUSC), Fórum da Comarca de Ouroeste III (Anexo do JEC - UAAJ - INDIAPORÃ);0;;
3534807;Ouro Verde;7779;3514403;Dracena;3;Entrância Intermediária;Rua Bolívia , 137 - Jd América, 17911-250;-21.556701707535147;-51.58404330042996;29;29ª Dracena;5;5ª Presidente Prudente;53253;2;Dracena, Ouro Verde;13;Dracena, Flora Rica, Irapuru, Junqueirópolis, Monte Castelo, Nova Guataporanga, Ouro Verde, Pacaembu, Panorama, Paulicéia, Santa Mercedes, São João do Pau d'Alho, Tupi Paulista;;0;;1ª Vara Judicial, 2ª Vara Judicial, 3ª Vara Judicial
3534906;Pacaembu;14877;3534906;Pacaembu;3;Entrância Inicial;Av. São João , 1361 - Guaraniúva, 17860-000;-21.49555215462704;-51.27420917113737;29;29ª Dracena;5;5ª Presidente Prudente;23449;3;Flora Rica, Irapuru, Pacaembu;13;Dracena, Flora Rica, Irapuru, Junqueirópolis, Monte Castelo, Nova Guataporanga, Ouro Verde, Pacaembu, Panorama, Paulicéia, Santa Mercedes, São João do Pau d'Alho, Tupi Paulista;Fórum Pacaembu;3;1ª Vara Judicial, Cartório  Único (1ª e 2ª Varas Judiciais), Juizado Especial Cível e Criminal;1ª Vara Judicial, Cartório  Único (1ª e 2ª Varas Judiciais), Juizado Especial Cível e Criminal
3535002;Palestina;11476;3535002;Palestina;2;Entrância Inicial;Rua Capitão Faria , 1048 - Centro, 15470-000;-20.321143711977555;-49.49762874827741;16;16ª São José do Rio Preto;8;8ª São José do Rio Preto;11476;1;Palestina;33;Adolfo, Américo de Campos, Bady Bassitt, Bálsamo, Cedral, Cosmorama, Guapiaçu, Icém, Ipiguá, Jaci, José Bonifácio, Macaubal, Mendonça, Mirassol, Mirassolândia, Monte Aprazível, Neves Paulista, Nipoã, Nova Aliança, Nova Granada, Onda Verde, Orindiúva, Palestina, Paulo de Faria, Poloni, Potirendaba, Riolândia, Sebastianópolis do Sul, São José do Rio Preto, Tanabi, Ubarana, Uchoa, União Paulista;"""Fórum: José Eduardo Coelho de Paula""";2;Juizado Especial Cível e Criminal, Vara Judicial;Juizado Especial Cível e Criminal, Vara Judicial
3535101;Palmares Paulista;9650;3545605;Santa Adélia;4;Entrância Inicial;Praça Doutor Adhemar de Barros , 255 - Centro, 15950-000;-21.317775593689618;-48.819015715892654;15;15ª Catanduva;8;8ª São José do Rio Preto;31270;3;Ariranha, Palmares Paulista, Santa Adélia;16;Ariranha, Catanduva, Catiguá, Elisiário, Ibirá, Irapuã, Itajobi, Marapoama, Novais, Novo Horizonte, Palmares Paulista, Pindorama, Sales, Santa Adélia, Tabapuã, Urupês;;0;;Juizado Especial Criminal, Juizado Especial Cível, Ofício Judicial da Vara Única da Comarca, Vara Judicial
3535200;Palmeira d'Oeste;8903;3535200;Palmeira d'Oeste;3;Entrância Inicial;Rua XV de Novembro , 48-71 - centro, 15720-000;-20.438958786474778;-50.74877216380056;55;55ª Jales;2;2ª Araçatuba;17451;4;Aparecida d'Oeste, Marinópolis, Palmeira d'Oeste, São Francisco;23;Aparecida d'Oeste, Aspásia, Auriflama, Dirce Reis, Guzolândia, Jales, Marinópolis, Mesópolis, Nova Canaã Paulista, Palmeira d'Oeste, Paranapuã, Pontalinda, Rubinéia, Santa Albertina, Santa Clara d'Oeste, Santa Fé do Sul, Santa Rita d'Oeste, Santa Salete, Santana da Ponte Pensa, São Francisco, Três Fronteiras, Urânia, Vitória Brasil;Fórum da Comarca de Palmeira d’Oeste;3;Juizado Especial Cível, Juizado Informal de Conciliação, Vara Judicial;Juizado Especial Cível, Juizado Informal de Conciliação, Vara Judicial
3535309;Palmital;19594;3535309;Palmital;3;Entrância Inicial;Avenida Reginalda Leão , 1500 - Centro, 19970-050;-22.828796288984474;-50.22094958288994;26;26ª Assis;5;5ª Presidente Prudente;33892;4;Campos Novos Paulista, Ibirarema, Palmital, Platina;18;Assis, Borá, Campos Novos Paulista, Cruzália, Cândido Mota, Echaporã, Florínia, Ibirarema, João Ramalho, Lutécia, Maracaí, Oscar Bressane, Palmital, Paraguaçu Paulista, Pedrinhas Paulista, Platina, Quatá, Tarumã;Fórum Dr. Ethayba Gilson Parahiba, Fórum II Palmital (Residência Oficial);3;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível
3535408;Panorama;14964;3535408;Panorama;3;Entrância Inicial;Rua Manoel Fernandes da Cunha , 1308 - Centro, 17980-000;-21.463313395992934;-51.85808697101582;29;29ª Dracena;5;5ª Presidente Prudente;25875;3;Panorama, Paulicéia, Santa Mercedes;13;Dracena, Flora Rica, Irapuru, Junqueirópolis, Monte Castelo, Nova Guataporanga, Ouro Verde, Pacaembu, Panorama, Paulicéia, Santa Mercedes, São João do Pau d'Alho, Tupi Paulista;Fórum I Panorama, Fórum II Panorama (CEJUSC);3;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal
3535507;Paraguaçu Paulista;41120;3535507;Paraguaçu Paulista;1;Entrância Inicial;Avenida Siqueira Campos , 1429 - Vila Affini, 19703-001;-22.459088909114485;-50.626560899858546;26;26ª Assis;5;5ª Presidente Prudente;47158;4;Borá, Lutécia, Oscar Bressane, Paraguaçu Paulista;18;Assis, Borá, Campos Novos Paulista, Cruzália, Cândido Mota, Echaporã, Florínia, Ibirarema, João Ramalho, Lutécia, Maracaí, Oscar Bressane, Palmital, Paraguaçu Paulista, Pedrinhas Paulista, Platina, Quatá, Tarumã;Fórum Paraguaçu Paulista;1;Juizado Especial Cível e Criminal;Juizado Especial Cível e Criminal
3535606;Paraibuna;17667;3535606;Paraibuna;2;Entrância Inicial;Rua  Major João Elias Calazans , 565 - Centro, 12260-000;-23.478359903510512;-45.641868189434334;46;46ª São José dos Campos;9;9ª São José dos Campos;24666;2;Natividade da Serra, Paraibuna;7;Jacareí, Monteiro Lobato, Natividade da Serra, Paraibuna, Salesópolis, Santa Branca, São José dos Campos;Fórum Paraibuna - (Dr Getúlio Evaristo dos Santos);2;Juizado Especial Cível e Criminal, Vara Judicial;Juizado Especial Cível e Criminal, Vara Judicial
3535705;Paraíso;6099;3531506;Monte Azul Paulista;2;Entrância Inicial;Rua Floriano Peixoto , 515 - Centro, 14730-000;-20.90887674217257;-48.68130853247428;14;14ª Barretos;8;8ª São José do Rio Preto;24250;2;Monte Azul Paulista, Paraíso;16;Altair, Barretos, Bebedouro, Cajobi, Colina, Colômbia, Embaúba, Guaraci, Guaíra, Jaborandi, Monte Azul Paulista, Olímpia, Paraíso, Severínia, Terra Roxa, Viradouro;;0;;Juizado Especial Cível e Criminal, Vara Judicial
3535804;Paranapanema;19395;3535804;Paranapanema;1;Entrância Inicial;Rua Avaré , 400 - Centro, 18720-025;-23.438480281822866;-48.79521494548865;24;24ª Avaré;3;3ª Bauru;19395;1;Paranapanema;11;Arandu, Avaré, Cerqueira César, Coronel Macedo, Fartura, Iaras, Itaí, Paranapanema, Taguaí, Taquarituba, Águas de Santa Bárbara;Fórum Paranapanema III - (Seção de Execução Fiscal), Fórum da Comarca de Paranapanema, Juizado Especial Cível e Criminal do Foro de Paranapanema;1;Vara Judicial;Vara Judicial
3535903;Paranapuã;4031;3524808;Jales;5;Entrância Final;Rua Nove , 2.231 - Centro, 15700-018;-20.28581840738815;-50.55409741241927;55;55ª Jales;2;2ª Araçatuba;68693;7;Dirce Reis, Jales, Mesópolis, Paranapuã, Pontalinda, Santa Albertina, Vitória Brasil;23;Aparecida d'Oeste, Aspásia, Auriflama, Dirce Reis, Guzolândia, Jales, Marinópolis, Mesópolis, Nova Canaã Paulista, Palmeira d'Oeste, Paranapuã, Pontalinda, Rubinéia, Santa Albertina, Santa Clara d'Oeste, Santa Fé do Sul, Santa Rita d'Oeste, Santa Salete, Santana da Ponte Pensa, São Francisco, Três Fronteiras, Urânia, Vitória Brasil;;0;;1ª Vara Criminal, 1ª Vara Cível, 2ª Vara Criminal, 2ª Vara Cível, 3ª Vara Cível
3536000;Parapuã;10580;3534609;Osvaldo Cruz;3;Entrância Inicial;Avenida Estados Unidos , 480 - Jardim das Bandeiras, 17700-000;-21.73276741408135;-50.87389890344581;30;30ª Tupã;5;5ª Presidente Prudente;49134;4;Osvaldo Cruz, Parapuã, Sagres, Salmourão;17;Adamantina, Arco-Íris, Bastos, Flórida Paulista, Herculândia, Iacri, Inúbia Paulista, Lucélia, Mariápolis, Osvaldo Cruz, Parapuã, Pracinha, Queiroz, Rinópolis, Sagres, Salmourão, Tupã;;0;;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal
3536109;Pardinho;7153;3507506;Botucatu;0;Entrância Final;Praça Iole Dinucci Fernandes , s/nº - Jardim Rivieira, 18606-572;-22.863442205116957;-48.4683294549136;23;23ª Botucatu;3;3ª Bauru;152308;2;Botucatu, Pardinho;9;Anhembi, Areiópolis, Botucatu, Conchas, Itatinga, Pardinho, Pereiras, Pratânia, São Manuel;;0;;
3536208;Pariquera-Açu;19233;3536208;Pariquera-Açu;2;Entrância Inicial;Av. Doutor Fernando Costa , 215 - Centro, 11930-000;-24.67824851480179;-47.85009498318696;21;21ª Registro;7;7ª Santos;19233;1;Pariquera-Açu;13;Barra do Turvo, Cajati, Cananéia, Eldorado, Iguape, Ilha Comprida, Iporanga, Jacupiranga, Juquiá, Miracatu, Pariquera-Açu, Registro, Sete Barras;Comarca de Pariquera-Açu;2;Juizado Especial Cível, Vara Judicial;Juizado Especial Cível, Vara Judicial
3536257;Parisi;2892;3557105;Votuporanga;6;Entrância Final;Rua Espírito Santo , 2497 - Cia Melhoramentos, 15501-221;-20.4578116989283;-49.98909642316039;17;17ª Votuporanga;8;8ª São José do Rio Preto;117539;4;Parisi, Valentim Gentil, Votuporanga, Álvares Florence;13;Cardoso, Floreal, Gastão Vidigal, Magda, Mira Estrela, Monções, Nhandeara, Nova Luzitânia, Parisi, Pontes Gestal, Valentim Gentil, Votuporanga, Álvares Florence;;0;;1ª Vara Criminal, 1ª Vara Cível, 2ª Vara Cível, 3ª Vara Cível, 4ª Vara Cível, Ofício do Juizado Especial Civel e Criminal
3536307;Patrocínio Paulista;14512;3536307;Patrocínio Paulista;2;Entrância Inicial;Praça Nossa Senhora do Patrocínio , 1118 - centro, 14415-000;-20.70417980097383;-47.289394038380046;38;38ª Franca;6;6ª Ribeirão Preto;20291;2;Itirapuã, Patrocínio Paulista;10;Cristais Paulista, Franca, Itirapuã, Jeriquara, Patrocínio Paulista, Pedregulho, Restinga, Ribeirão Corrente, Rifaina, São José da Bela Vista;Fórum I Patrocínio Paulista, Fórum II Patrocínio Paulista;2;Juizado Especial Cível, Vara Judicial;Juizado Especial Cível, Vara Judicial
3536406;Paulicéia;7955;3535408;Panorama;3;Entrância Inicial;Rua Manoel Fernandes da Cunha , 1308 - Centro, 17980-000;-21.463313395992934;-51.85808697101582;29;29ª Dracena;5;5ª Presidente Prudente;25875;3;Panorama, Paulicéia, Santa Mercedes;13;Dracena, Flora Rica, Irapuru, Junqueirópolis, Monte Castelo, Nova Guataporanga, Ouro Verde, Pacaembu, Panorama, Paulicéia, Santa Mercedes, São João do Pau d'Alho, Tupi Paulista;;0;;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal
3536505;Paulínia;110537;3536505;Paulínia;5;Entrância Intermediária;Praça Vinte e Oito de Fevereiro , 180 - Centro, 13140-285;-22.748361708452858;-47.145065464629056;8;8ª Campinas;4;4ª Campinas;110537;1;Paulínia;4;Campinas, Cosmópolis, Paulínia, Valinhos;FORO DA COMARCA DE PAULÍNIA, Fórum II Paulínia (CEJUSC);5;1ª Vara Judicial, 2ª Vara Judicial, Gabinete MMª Juíza de Direito - 1ª Vara, Gabinete MMª Juíza de Direito - 2ª Vara, Juizado Especial Cível e Criminal;1ª Vara Judicial, 2ª Vara Judicial, Gabinete MMª Juíza de Direito - 1ª Vara, Gabinete MMª Juíza de Direito - 2ª Vara, Juizado Especial Cível e Criminal
3536570;Paulistânia;2090;3500709;Agudos;2;Entrância Inicial;Rua Paulo Nelli , 276 - Vila Andreotti, 17120-370;-22.57192491692267;-49.10874517574034;32;32ª Bauru;3;3ª Bauru;39770;2;Agudos, Paulistânia;18;Agudos, Arealva, Avaí, Balbinos, Bauru, Borebi, Cabrália Paulista, Duartina, Lençóis Paulista, Lucianópolis, Paulistânia, Pirajuí, Piratininga, Pongaí, Presidente Alves, Reginópolis, Ubirajara, Uru;;0;;1ª Vara Judicial, Juizado Especial Cível
3536604;Paulo de Faria;7400;3536604;Paulo de Faria;2;Entrância Inicial;Rua XV de Novembro , 809 - centro, 15490-000;-20.066612556982832;-49.46342303393608;16;16ª São José do Rio Preto;8;8ª São José do Rio Preto;23733;3;Orindiúva, Paulo de Faria, Riolândia;33;Adolfo, Américo de Campos, Bady Bassitt, Bálsamo, Cedral, Cosmorama, Guapiaçu, Icém, Ipiguá, Jaci, José Bonifácio, Macaubal, Mendonça, Mirassol, Mirassolândia, Monte Aprazível, Neves Paulista, Nipoã, Nova Aliança, Nova Granada, Onda Verde, Orindiúva, Palestina, Paulo de Faria, Poloni, Potirendaba, Riolândia, Sebastianópolis do Sul, São José do Rio Preto, Tanabi, Ubarana, Uchoa, União Paulista;"Fórum ""PROMOTOR GABRIEL NETTUZZI PEREZ"", Fórum II da Comarca de Paulo de Faria (CEJUSC/JECC)";2;Juizado Especial Cível e Criminal, Vara Judicial;Juizado Especial Cível e Criminal, Vara Judicial
3536703;Pederneiras;44827;3536703;Pederneiras;2;Entrância Inicial;Rua Belmiro Pereira , 367 - Centro, 17280-061;-22.301430619321216;-48.86106413230437;33;33ª Jaú;3;3ª Bauru;49542;2;Boracéia, Pederneiras;12;Bariri, Barra Bonita, Bocaina, Boracéia, Dois Córregos, Igaraçu do Tietê, Itaju, Itapuí, Jaú, Macatuba, Mineiros do Tietê, Pederneiras;Fórum Pederneiras (Desativado), Fórum Pederneiras I, Fórum Pederneiras II (CEJUSC), Fórum Pederneiras III (Arquivo Geral de Móveis);2;1ª Vara Judicial, 2ª Vara Judicial;1ª Vara Judicial, 2ª Vara Judicial
3536802;Pedra Bela;6557;3507605;Bragança Paulista;8;Entrância Final;Avenida dos Imigrantes , 1501 - Jd. America, 12902-000;-22.93834773595671;-46.555949879414;6;6ª Bragança Paulista;4;4ª Campinas;200658;4;Bragança Paulista, Pedra Bela, Tuiuti, Vargem;11;Atibaia, Bom Jesus dos Perdões, Bragança Paulista, Jarinu, Joanópolis, Nazaré Paulista, Pedra Bela, Pinhalzinho, Piracaia, Tuiuti, Vargem;;0;;1ª Vara Criminal, 1ª Vara Cível, 2ª Vara Criminal, 2ª Vara Cível, 3ª Vara Cível, Execuções Criminais e da Infância e da Juventude, Juizado Especial Cível e Criminal, Vara do Júri
3536901;Pedranópolis;2787;3515509;Fernandópolis;8;Entrância Final;Avenida Raul Gonçalves Júnior , 850 - Jardim Santa Rita, 15610-000;-20.271768816132493;-50.28301523035687;18;18ª Fernandópolis;8;8ª São José do Rio Preto;82508;4;Fernandópolis, Macedônia, Meridiano, Pedranópolis;15;Dolcinópolis, Estrela dOeste, Fernandópolis, General Salgado, Guarani d'Oeste, Indiaporã, Macedônia, Meridiano, Nova Castilho, Ouroeste, Pedranópolis, Populina, São João das Duas Pontes, São João de Iracema, Turmalina;;0;;1ª Vara Criminal, 1ª Vara Criminal e da Infância e Juventude, 1ª vara Cível, 2ª Vara Criminal, 2ª Vara Cível, 3ª Vara Cível, Ofício do Juizado Especial Cível e Criminal, Vara do Juizado Especial Cível e Criminal
3537008;Pedregulho;15525;3537008;Pedregulho;3;Entrância Inicial;Praça Padre Luís Sávio , s/n - centro, 14470-000;-20.205591939297193;-47.43906022128376;38;38ª Franca;6;6ª Ribeirão Preto;23437;3;Jeriquara, Pedregulho, Rifaina;10;Cristais Paulista, Franca, Itirapuã, Jeriquara, Patrocínio Paulista, Pedregulho, Restinga, Ribeirão Corrente, Rifaina, São José da Bela Vista;FÓRUM DESEMBARGADOR DÍNIO DE SANTIS GARCIA;3;Juizado Especial Cível, Juizado Especial Cível e Criminal de Pedregulho, Vara Judicial;Juizado Especial Cível, Juizado Especial Cível e Criminal de Pedregulho, Vara Judicial
3537107;Pedreira;43112;3537107;Pedreira;3;Entrância Inicial;Rua Odavilso Uttembergue , 80 - Pq. Industrial, 13920-284;-22.754706189736027;-46.88854986138023;54;54ª Amparo;4;4ª Campinas;43112;1;Pedreira;9;Amparo, Jaguariúna, Lindóia, Monte Alegre do Sul, Pedreira, Santo Antônio de Posse, Serra Negra, Socorro, Águas de Lindóia;Fórum Pedreira -Dr. Artur Moreira de Almeida;3;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal
3537156;Pedrinhas Paulista;2804;3528809;Maracaí;2;Entrância Inicial;Avenida São Paulo , 440 - Centro, 19840-011;-22.65225483098565;-50.745406741732126;26;26ª Assis;5;5ª Presidente Prudente;17585;3;Cruzália, Maracaí, Pedrinhas Paulista;18;Assis, Borá, Campos Novos Paulista, Cruzália, Cândido Mota, Echaporã, Florínia, Ibirarema, João Ramalho, Lutécia, Maracaí, Oscar Bressane, Palmital, Paraguaçu Paulista, Pedrinhas Paulista, Platina, Quatá, Tarumã;;0;;Juizado Especial Cível e Criminal, Vara Judicial
3537206;Pedro de Toledo;11281;3523305;Itariri;2;Entrância Inicial;Rua Engº José Claret de Toledo Goulart , 41 - Centro, 11760-000;-24.292699162757536;-47.128140707910994;56;56ª Itanhaém;7;7ª Santos;26809;2;Itariri, Pedro de Toledo;5;Itanhaém, Itariri, Mongaguá, Pedro de Toledo, Peruíbe;;0;;Juizado Especial Cível e Criminal, Vara Judicial
3537305;Penápolis;61679;3537305;Penápolis;5;Entrância Intermediária;Praça Doutor Carlos Sampaio Filho , 190 - Centro, 16300-000;-21.405402830387295;-50.0956961896093;36;36ª Araçatuba;2;2ª Araçatuba;96618;7;Alto Alegre, Avanhandava, Barbosa, Braúna, Glicério, Luiziânia, Penápolis;26;Alto Alegre, Araçatuba, Avanhandava, Barbosa, Bento de Abreu, Bilac, Birigui, Braúna, Brejo Alegre, Buritama, Clementina, Coroados, Gabriel Monteiro, Glicério, Guararapes, Lourdes, Luiziânia, Penápolis, Piacatu, Planalto, Rubiácea, Santo Antônio do Aracanguá, Santópolis do Aguapeí, Turiúba, Valparaíso, Zacarias;Fórum Penápolis I -, Fórum Penápolis II - (Juizado Especial);5;1ª Vara Judicial, 2ª Vara Judicial, 3ª Vara Judicial, 4ª Vara Judicial, Vara do Juizado Especial Cível e Criminal;1ª Vara Judicial, 2ª Vara Judicial, 3ª Vara Judicial, 4ª Vara Judicial, Vara do Juizado Especial Cível e Criminal
3537404;Pereira Barreto;24095;3537404;Pereira Barreto;3;Entrância Inicial;Rua Francisca Senhorinha Carneiro , s/n - Vila Municipal, 15371-274;-20.67776117917967;-51.10647190768788;37;37ª Andradina;2;2ª Araçatuba;34858;3;Pereira Barreto, Sud Mennucci, Suzanápolis;12;Andradina, Castilho, Guaraçaí, Ilha Solteira, Itapura, Lavínia, Mirandópolis, Murutinga do Sul, Nova Independência, Pereira Barreto, Sud Mennucci, Suzanápolis;Fórum I Pereira Barreto, X-Fórum II Pereira Barreto (CEJUSC) [desativado];3;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível
3537503;Pereiras;8737;3512308;Conchas;0;Entrância Inicial;Av. Gregório Marcos Garcia , 808 - Vila Esporte, 18570-000;-22.9656292866085;-48.047079624246535;23;23ª Botucatu;3;3ª Bauru;29643;3;Anhembi, Conchas, Pereiras;9;Anhembi, Areiópolis, Botucatu, Conchas, Itatinga, Pardinho, Pereiras, Pratânia, São Manuel;;0;;
3537602;Peruíbe;68352;3537602;Peruíbe;3;Entrância Inicial;Rua Bolívia , 89 - Bairro São José, 11750000;-24.27929969960179;-47.01300716274065;56;56ª Itanhaém;7;7ª Santos;68352;1;Peruíbe;5;Itanhaém, Itariri, Mongaguá, Pedro de Toledo, Peruíbe;Forum II  Peruíbe (Anexo de Violência Doméstica e Familiar contra a Mulher), Fórum Peruíbe, Fórum Peruíbe I, Fórum Peruíbe II - (Anexo Fiscal);3;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal
3537701;Piacatu;5519;3506409;Bilac;2;Entrância Inicial;Praça Oswaldo Martins , 200 - Centro, 00000000;-21.427784634718797;-50.479257524885895;36;36ª Araçatuba;2;2ª Araçatuba;15601;3;Bilac, Gabriel Monteiro, Piacatu;26;Alto Alegre, Araçatuba, Avanhandava, Barbosa, Bento de Abreu, Bilac, Birigui, Braúna, Brejo Alegre, Buritama, Clementina, Coroados, Gabriel Monteiro, Glicério, Guararapes, Lourdes, Luiziânia, Penápolis, Piacatu, Planalto, Rubiácea, Santo Antônio do Aracanguá, Santópolis do Aguapeí, Turiúba, Valparaíso, Zacarias;;0;;Juizado Especial Cível e Criminal, Vara Judicial
3537800;Piedade;52970;3537800;Piedade;2;Entrância Inicial;Praça Raul Gomes de Abreu , 73 - Centro, 18170-000;-23.787008344192724;-47.43813280184805;19;19ª Sorocaba;10;10ª Sorocaba;60966;2;Piedade, Tapiraí;12;Alumínio, Araçariguama, Araçoiaba da Serra, Ibiúna, Mairinque, Piedade, Pilar do Sul, Salto de Pirapora, Sorocaba, São Roque, Tapiraí, Votorantim;FÓRUM DESEMBARGADOR OSWALDO PINTO DO AMARAL, Fórum Piedade II - Juizado Especial Cível, Fórum Piedade III (CEJUSC);2;1ª Vara Judicial, 2ª Vara Judicial;1ª Vara Judicial, 2ª Vara Judicial
3537909;Pilar do Sul;27619;3537909;Pilar do Sul;1;Entrância Inicial;Rua Santo Antônio , 197 - Centro, 18185-000;-23.85636602575428;-47.72812486091741;19;19ª Sorocaba;10;10ª Sorocaba;27619;1;Pilar do Sul;12;Alumínio, Araçariguama, Araçoiaba da Serra, Ibiúna, Mairinque, Piedade, Pilar do Sul, Salto de Pirapora, Sorocaba, São Roque, Tapiraí, Votorantim;Fórum Desembargador Renato Carlos Mascarenhas (Prédio II), Fórum Desembargador Renato Carlos Mascarenhas (Prédio Principal);1;Vara Judicial;Vara Judicial
