id_municipio_ibge;nome_municipio;populacao_municipio;id_foro;nome_foro;total_varas_foro;entrancia;endereco_sede;latitude;longitude;id_cj;nome_cj;id_raj;nome_raj;populacao_foro;qt_cidades_foro;cidades_no_foro;qt_cidades_cj;cidades_na_cj;unidades;total_varas_municipio;varas_municipio;varas_foro
3507456;Borebi;2713;3526803;Lençóis Paulista;4;Entrância Intermediária;Rua Anita Garibaldi , 797 - Centro, 18682-043;-22.676114210633273;-48.82502735542949;32;32ª Bauru;3;3ª Bauru;69218;2;Borebi, Lençóis Paulista;18;Agudos, Arealva, Avaí, Balbinos, Bauru, Borebi, Cabrália Paulista, Duartina, Lençóis Paulista, Lucianópolis, Paulistânia, Pirajuí, Piratininga, Pongaí, Presidente Alves, Reginópolis, Ubirajara, Uru;;0;;1ª Vara Judicial, 2ª Vara Judicial, 3ª Vara Judicial, Juizado Especial Cível
3507506;Botucatu;145155;3507506;Botucatu;0;Entrância Final;Praça Iole Dinucci Fernandes , s/nº - Jardim Rivieira, 18606-572;-22.863442205116957;-48.4683294549136;23;23ª Botucatu;3;3ª Bauru;152308;2;Botucatu, Pardinho;9;Anhembi, Areiópolis, Botucatu, Conchas, Itatinga, Pardinho, Pereiras, Pratânia, São Manuel;Fórum Botucatu II - (1ª Vara e 1º Ofício Criminal), Fórum Botucatu III - (2ª Vara e 2º Ofício Criminal), Fórum Botucatu IV - (Vara do Juizado Especial Cìvel), Fórum Botucatu VI - (Anexo Fiscal), Fórum Botucatu VII - (Psicologia e Serv. Social), Fórum Botucatu VIII - (Protocolo), Fórum Desembargador Alcides de Almeida Ferrari, Fórum II de Botucatu (CEJUSC), Ofício de  Distribuição Judicial;0;;
3507605;Bragança Paulista;176811;3507605;Bragança Paulista;8;Entrância Final;Avenida dos Imigrantes , 1501 - Jd. America, 12902-000;-22.93834773595671;-46.555949879414;6;6ª Bragança Paulista;4;4ª Campinas;200658;4;Bragança Paulista, Pedra Bela, Tuiuti, Vargem;11;Atibaia, Bom Jesus dos Perdões, Bragança Paulista, Jarinu, Joanópolis, Nazaré Paulista, Pedra Bela, Pinhalzinho, Piracaia, Tuiuti, Vargem;Fórum Bragança Paulista - Professor Waldemar Martins Ferreira, Fórum Bragança Paulista II - (Anexo Fiscal), Fórum Bragança Paulista III - (CEJUSC), Fórum Bragança Paulista IV (Res. Oficial), Fórum Bragança Paulista [desativado];8;1ª Vara Criminal, 1ª Vara Cível, 2ª Vara Criminal, 2ª Vara Cível, 3ª Vara Cível, Execuções Criminais e da Infância e da Juventude, Juizado Especial Cível e Criminal, Vara do Júri;1ª Vara Criminal, 1ª Vara Cível, 2ª Vara Criminal, 2ª Vara Cível, 3ª Vara Cível, Execuções Criminais e da Infância e da Juventude, Juizado Especial Cível e Criminal, Vara do Júri
3507704;Braúna;5356;3537305;Penápolis;5;Entrância Intermediária;Praça Doutor Carlos Sampaio Filho , 190 - Centro, 16300-000;-21.405402830387295;-50.0956961896093;36;36ª Araçatuba;2;2ª Araçatuba;96618;7;Alto Alegre, Avanhandava, Barbosa, Braúna, Glicério, Luiziânia, Penápolis;26;Alto Alegre, Araçatuba, Avanhandava, Barbosa, Bento de Abreu, Bilac, Birigui, Braúna, Brejo Alegre, Buritama, Clementina, Coroados, Gabriel Monteiro, Glicério, Guararapes, Lourdes, Luiziânia, Penápolis, Piacatu, Planalto, Rubiácea, Santo Antônio do Aracanguá, Santópolis do Aguapeí, Turiúba, Valparaíso, Zacarias;;0;;1ª Vara Judicial, 2ª Vara Judicial, 3ª Vara Judicial, 4ª Vara Judicial, Vara do Juizado Especial Cível e Criminal
3507753;Brejo Alegre;2565;3506508;Birigui;8;Entrância Intermediária;Rua Faustino Segura , 214 - Parque São Vicente, 16200-370;-21.261609517109836;-50.350988803811;36;36ª Araçatuba;2;2ª Araçatuba;137825;5;Birigui, Brejo Alegre, Clementina, Coroados, Santópolis do Aguapeí;26;Alto Alegre, Araçatuba, Avanhandava, Barbosa, Bento de Abreu, Bilac, Birigui, Braúna, Brejo Alegre, Buritama, Clementina, Coroados, Gabriel Monteiro, Glicério, Guararapes, Lourdes, Luiziânia, Penápolis, Piacatu, Planalto, Rubiácea, Santo Antônio do Aracanguá, Santópolis do Aguapeí, Turiúba, Valparaíso, Zacarias;;0;;1ª Vara Criminal, 1ª Vara Cível, 2ª Vara Criminal, 2ª Vara Cível, 3ª Vara Cível, Criminal e da Fazenda Pública, Juizado Especial Cível, Ofício do Juizado Especial Cível e Criminal
3507803;Brodowski;25201;3507803;Brodowski;3;Entrância Inicial;Avenida Papa João XXIII, 1550 , 1550 - Jd. Champagnat, 14340-000;-21.049526568961763;-47.62777192004484;39;39ª Batatais;6;6ª Ribeirão Preto;25201;1;Brodowski;8;Altinópolis, Batatais, Brodowski, Morro Agudo, Nuporanga, Orlândia, Sales Oliveira, Santo Antônio da Alegria;Fórum I Brodowski, Fórum II Brodowski (CEJUSC);3;Juizado Especial Cível, Ofício Judicial - vara unica, Vara Judicial;Juizado Especial Cível, Ofício Judicial - vara unica, Vara Judicial
3507902;Brotas;23898;3507902;Brotas;2;Entrância Inicial;Praça Nove de Julho , 26 - Centro, 17380-000;-22.27328762409111;-48.08121543602206;9;9ª Rio Claro;4;4ª Campinas;33233;2;Brotas, Torrinha;8;Analândia, Brotas, Corumbataí, Ipeúna, Itirapina, Rio Claro, Santa Gertrudes, Torrinha;Fórum Brotas - Desativado, Fórum Brotas - Desembargador Júlio D´Elboux Guimarães;2;Juizado Especial Cível e Criminal, Vara Judicial;Juizado Especial Cível e Criminal, Vara Judicial
3508009;Buri;20250;3508009;Buri;0;Entrância Inicial;Rua Carlos Alberto Pereira Júnior , 549 - Vila Sene, 18290-000;-23.752043527311034;-48.57531406227905;49;49ª Itapeva;10;10ª Sorocaba;20250;1;Buri;16;Apiaí, Barra do Chapéu, Barão de Antonina, Bom Sucesso de Itararé, Buri, Itaberá, Itapeva, Itapirapuã Paulista, Itaporanga, Itararé, Itaóca, Nova Campina, Ribeira, Ribeirão Branco, Riversul, Taquarivaí;Fórum da Comarca de Buri;0;;
3508108;Buritama;17210;3508108;Buritama;2;Entrância Inicial;Avenida Frei Marcelo Manilia , 739 - Centro, 15290-000;-21.04911063253764;-50.20022395961086;36;36ª Araçatuba;2;2ª Araçatuba;28059;5;Buritama, Lourdes, Planalto, Turiúba, Zacarias;26;Alto Alegre, Araçatuba, Avanhandava, Barbosa, Bento de Abreu, Bilac, Birigui, Braúna, Brejo Alegre, Buritama, Clementina, Coroados, Gabriel Monteiro, Glicério, Guararapes, Lourdes, Luiziânia, Penápolis, Piacatu, Planalto, Rubiácea, Santo Antônio do Aracanguá, Santópolis do Aguapeí, Turiúba, Valparaíso, Zacarias;Fórum Buritama;2;Juizado Especial Cível e Criminal, Vara Cível;Juizado Especial Cível e Criminal, Vara Cível
3508207;Buritizal;4356;3520103;Igarapava;2;Entrância Inicial;Rua Capitão Antonio Augusto Maciel , 130 - centro, 14540-000;-20.06367174562095;-47.68247017338765;40;40ª Ituverava;6;6ª Ribeirão Preto;35988;3;Aramina, Buritizal, Igarapava;8;Aramina, Buritizal, Guará, Igarapava, Ipuã, Ituverava, Miguelópolis, São Joaquim da Barra;;0;;Juizado Especial Cível e Criminal, Vara
3508306;Cabrália Paulista;4299;3514502;Duartina;2;Entrância Inicial;Rua Sete de Setembro , 486 - centro, 17470-000;-22.393295039545052;-49.41335781419527;32;32ª Bauru;3;3ª Bauru;24131;4;Cabrália Paulista, Duartina, Lucianópolis, Ubirajara;18;Agudos, Arealva, Avaí, Balbinos, Bauru, Borebi, Cabrália Paulista, Duartina, Lençóis Paulista, Lucianópolis, Paulistânia, Pirajuí, Piratininga, Pongaí, Presidente Alves, Reginópolis, Ubirajara, Uru;;0;;Juizado Especial Cível e Criminal, Vara Judicial
3508405;Cabreúva;47011;3508405;Cabreúva;1;Entrância Inicial;Rua Adhemar Clemente Nunes , 11 - Jacaré, 13318-136;-23.301302729368476;-47.08021366788194;20;20ª Itu;10;10ª Sorocaba;47011;1;Cabreúva;7;Boituva, Cabreúva, Indaiatuba, Iperó, Itu, Porto Feliz, Salto;"Fórum ""Desembargador Geraldo de Faria Lemos Pinheiro""";1;Vara Judicial;Vara Judicial
3508504;Caçapava;96202;3508504;Caçapava;2;Entrância Intermediária;Rua Marques do Herval , 269 - Centro, 12281-050;-23.103740331551936;-45.71330757806802;47;47ª Taubaté;9;9ª São José dos Campos;102599;2;Caçapava, Jambeiro;11;Campos do Jordão, Caçapava, Jambeiro, Lagoinha, Pindamonhangaba, Redenção da Serra, Santo Antônio do Pinhal, São Bento do Sapucaí, São Luiz do Paraitinga, Taubaté, Tremembé;FORUM CAÇAPAVA - CRIMINAL / EXECUÇÃO FISCAL - RUA MARQUES DO HERVAL, FÓRUM CAÇAPAVA - CÍVEL / CEJUSC - PRAÇA DA BANDEIRA, FÓRUM CAÇAPAVA - JUIZADO ESPECIAL / SERVIÇO PSICO SOCIAL - RUA CÔNEGO RODOVALHO;2;1ª Vara Cível, 2ª Vara Cível;1ª Vara Cível, 2ª Vara Cível
3508603;Cachoeira Paulista;31564;3508603;Cachoeira Paulista;6;Entrância Inicial;Rua São Sebastião , 191 - Centro, 12630-000;-22.702356699905327;-44.991691927143485;48;48ª Guaratinguetá;9;9ª São José dos Campos;37750;2;Cachoeira Paulista, Silveiras;17;Aparecida, Arapeí, Areias, Bananal, Cachoeira Paulista, Canas, Cruzeiro, Cunha, Guaratinguetá, Lavrinhas, Lorena, Piquete, Potim, Queluz, Roseira, Silveiras, São José do Barreiro;Cejusc, Ministro José Rodrigues Alves Sobrinho;6;1ª Vara Judicial, 2ª Vara Judicial, Anexo Fiscal - 1ª Vara, Distribuidor - 1ª Vara, Juizado Especial Cível e Criminal, Juizado Informal de Conciliação;1ª Vara Judicial, 2ª Vara Judicial, Anexo Fiscal - 1ª Vara, Distribuidor - 1ª Vara, Juizado Especial Cível e Criminal, Juizado Informal de Conciliação
3508702;Caconde;17101;3508702;Caconde;1;Entrância Inicial;Praça Ranieri Mazzilli , 6 - Centro, 13770-000;-21.53952237312387;-46.61703405975839;43;43ª Casa Branca;6;6ª Ribeirão Preto;28917;2;Caconde, Tapiratiba;10;Caconde, Casa Branca, Divinolândia, Itobi, Mococa, Santa Cruz das Palmeiras, São José do Rio Pardo, São Sebastião da Grama, Tambaú, Tapiratiba;Fórum Caconde  II -  (Juizado Especial Cível e Criminal), Fórum Caconde  III -  (CEJUSC - Tapiratiba), Fórum Caconde  IV -  (CEJUSC), Fórum Caconde I - (Dr. Antônio de Queiroz Filho);1;Vara Judicial;Vara Judicial
3508801;Cafelândia;16654;3508801;Cafelândia;2;Entrância Inicial;Avenida Dionísia Zucchi , 330 - centro, 16503034;-21.73114693151187;-49.54869177106413;35;35ª Lins;2;2ª Araçatuba;27335;3;Cafelândia, Guarantã, Júlio Mesquita;9;Cafelândia, Getulina, Guaimbê, Guaiçara, Guarantã, Júlio Mesquita, Lins, Promissão, Sabino;Fórum Cafelândia I - (Principal), Fórum Cafelândia II - (JEC e CEJUSC), Fórum Cafelândia III - (JEC - UAAJ - JÚLIO MESQUITA ), Z-Fórum Cafelândia II - (Juizado Especial Cível e Criminal);2;Ofício Judicial (vara única), Vara Judicial;Ofício Judicial (vara única), Vara Judicial
3508900;Caiabu;3712;3542404;Regente Feijó;2;Entrância Inicial;Rua Carlos Beltrami , 10 - Portal do Sol, 19570-000;-22.252515049116653;-51.29406365126894;27;27ª Presidente Prudente;5;5ª Presidente Prudente;30117;3;Caiabu, Regente Feijó, Taciba;20;Alfredo Marcondes, Anhumas, Caiabu, Emilianópolis, Estrela do Norte, Iepê, Indiana, Martinópolis, Nantes, Narandiba, Pirapozinho, Presidente Bernardes, Presidente Prudente, Rancharia, Regente Feijó, Sandovalina, Santo Expedito, Taciba, Tarabai, Álvares Machado;;0;;Juizado Especial Cível, Vara Judicial
3509007;Caieiras;95032;3509007;Caieiras;2;Entrância Intermediária;Rua Doutor Armando Pinto , 360 - Centro, 07700-175;-23.3759095800442;-46.74523817737136;5;5ª Jundiaí;4;4ª Campinas;95032;1;Caieiras;12;Caieiras, Cajamar, Campo Limpo Paulista, Francisco Morato, Franco da Rocha, Itatiba, Itupeva, Jundiaí, Louveira, Morungaba, Vinhedo, Várzea Paulista;Fórum de Caieiras I, Fórum de Caieiras II;2;1ª Vara Judicial, 2ª Vara Judicial;1ª Vara Judicial, 2ª Vara Judicial
3509106;Caiuá;5466;3541307;Presidente Epitácio;3;Entrância Inicial;Avenida Pres. Vargas , 1-31 - centro, 19470-000;-21.910683208717142;-52.17492825643754;28;28ª Presidente Venceslau;5;5ª Presidente Prudente;44971;2;Caiuá, Presidente Epitácio;11;Caiuá, Euclides da Cunha Paulista, Marabá Paulista, Mirante do Paranapanema, Piquerobi, Presidente Epitácio, Presidente Venceslau, Ribeirão dos Índios, Rosana, Santo Anastácio, Teodoro Sampaio;;0;;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal
3509205;Cajamar;92689;3509205;Cajamar;4;Entrância Intermediária;Avenida Joaquim Janus Penteado , 96 - Distrito de Jordanésia, 07786-520;-23.351447107733712;-46.87204351788873;5;5ª Jundiaí;4;4ª Campinas;92689;1;Cajamar;12;Caieiras, Cajamar, Campo Limpo Paulista, Francisco Morato, Franco da Rocha, Itatiba, Itupeva, Jundiaí, Louveira, Morungaba, Vinhedo, Várzea Paulista;Fórum I Cajamar - (Desembargador Marcos Nogueira Garcez), Fórum II Cajamar - (CEJUSC);4;1ª Vara Judicial, 2ª Vara Judicial, 2º Oficio Judicial, Juizado Especial Cível e Criminal;1ª Vara Judicial, 2ª Vara Judicial, 2º Oficio Judicial, Juizado Especial Cível e Criminal
3509254;Cajati;28515;3524600;Jacupiranga;3;Entrância Inicial;Avenida Presidente Kennedy , 299 - Centro, 11940-000;-24.777362691455508;-48.05387553699498;21;21ª Registro;7;7ª Santos;51488;3;Barra do Turvo, Cajati, Jacupiranga;13;Barra do Turvo, Cajati, Cananéia, Eldorado, Iguape, Ilha Comprida, Iporanga, Jacupiranga, Juquiá, Miracatu, Pariquera-Açu, Registro, Sete Barras;;0;;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal
3509304;Cajobi;9133;3533908;Olímpia;4;Entrância Intermediária;Rua Engenheiro Reid , 377 - Patrimônio de São João Batista, 15400-091;-20.70524588579201;-48.959617264381016;14;14ª Barretos;8;8ª São José do Rio Preto;94907;6;Altair, Cajobi, Embaúba, Guaraci, Olímpia, Severínia;16;Altair, Barretos, Bebedouro, Cajobi, Colina, Colômbia, Embaúba, Guaraci, Guaíra, Jaborandi, Monte Azul Paulista, Olímpia, Paraíso, Severínia, Terra Roxa, Viradouro;;0;;1ª Vara Cível, 2ª Vara Cível, 3ª Vara Cível, Vara Criminal
3509403;Cajuru;23830;3509403;Cajuru;3;Entrância Inicial;Rua José Bonifácio , 817 - Centro, 14240-000;-21.27596515029662;-47.310304489456094;41;41ª Ribeirão Preto;6;6ª Ribeirão Preto;28745;3;Cajuru, Cássia dos Coqueiros, Santa Cruz da Esperança;16;Barrinha, Cajuru, Cravinhos, Cássia dos Coqueiros, Dumont, Guatapará, Jardinópolis, Luís Antônio, Pontal, Ribeirão Preto, Santa Cruz da Esperança, Santa Rosa de Viterbo, Serra Azul, Serrana, Sertãozinho, São Simão;Fórum Cajuru (Dr. Amaury Manço);3;Juizado Especial Cível e Criminal, Juizado Informal de Conciliação, Vara Judicial;Juizado Especial Cível e Criminal, Juizado Informal de Conciliação, Vara Judicial
3509452;Campina do Monte Alegre;5954;3502200;Angatuba;2;Entrância Inicial;Rua Públio de Almeida Melo , 832 - Centro, 18240-000;-23.436845924831584;-48.45932817302467;22;22ª Itapetininga;10;10ª Sorocaba;29976;2;Angatuba, Campina do Monte Alegre;17;Alambari, Angatuba, Bofete, Campina do Monte Alegre, Capela do Alto, Capão Bonito, Cesário Lange, Guapiara, Guareí, Itapetininga, Porangaba, Quadra, Ribeirão Grande, Sarapuí, São Miguel Arcanjo, Tatuí, Torre de Pedra;;0;;Juizado Especial Cível, Vara Judicial
3509502;Campinas;1139047;3509502;Campinas;37;Entrância Final;Rua Dionisio Cazotti , 719 - Vila Mimosa, 13050-050;-22.883756387554246;-47.04379621923964;8;8ª Campinas;4;4ª Campinas;1139047;1;Campinas;4;Campinas, Cosmópolis, Paulínia, Valinhos;Foro Regional de Vila Mimosa - Campinas (Des. Antonio Carlos A. Braga), Fórum Campinas I - Palácio da Justiça, Fórum Campinas II - Cidade Judiciária, Posto de Atendimento de Inicial do Juizado Especial Cível de Campinas - METROCAM, Posto de Atendimento de Inicial do Juizado Especial Cível de Campinas - UNISAL, Posto de Atendimento de Inicial do Juizado Especial Cível de Campinas FACAMP;37;1ª Vara Criminal, 1ª Vara Cível, 1ª Vara da Família e das Sucessões, 1ª Vara da Fazenda Pública, 1ª VARA DAS EXECUÇÕES CRIMINAIS, 1ª Vara do Juizado Especial Cível, 1ª Vara Judicial, 1º Ofício do Juizado Especial Cível, 2ª Vara Criminal, 2ª Vara Cível, 2ª Vara da Família e das Sucessões, 2ª Vara da Fazenda Pública, 2ª VARA DAS EXECUÇÕES CRIMINAIS, 2ª Vara do Juizado Especial Cível, 2ª Vara Judicial, 2º Ofício do Juizado Especial Cível, 3ª Vara Criminal, 3ª Vara Cível, 3ª Vara da Família e das Sucessões, 3ª Vara Judicial, 4ª Vara Criminal, 4ª Vara Cível, 4ª Vara da Família e das Sucessões, 4ª Vara Judicial, 5ª Vara Criminal, 5ª Vara Cível, 5ª Vara Judicial, 6ª Vara Criminal, 6ª Vara Cível, 7ª Vara Cível, 8ª Vara Cível, 9ª Vara Cível, 10ª Vara Cível, Atos Infracionais e Medidas Socioeducativas, Protetiva e Civel, Vara da Infância e da Juventude, Vara da Infância e Juventude;1ª Vara Criminal, 1ª Vara Cível, 1ª Vara da Família e das Sucessões, 1ª Vara da Fazenda Pública, 1ª VARA DAS EXECUÇÕES CRIMINAIS, 1ª Vara do Juizado Especial Cível, 1ª Vara Judicial, 1º Ofício do Juizado Especial Cível, 2ª Vara Criminal, 2ª Vara Cível, 2ª Vara da Família e das Sucessões, 2ª Vara da Fazenda Pública, 2ª VARA DAS EXECUÇÕES CRIMINAIS, 2ª Vara do Juizado Especial Cível, 2ª Vara Judicial, 2º Ofício do Juizado Especial Cível, 3ª Vara Criminal, 3ª Vara Cível, 3ª Vara da Família e das Sucessões, 3ª Vara Judicial, 4ª Vara Criminal, 4ª Vara Cível, 4ª Vara da Família e das Sucessões, 4ª Vara Judicial, 5ª Vara Criminal, 5ª Vara Cível, 5ª Vara Judicial, 6ª Vara Criminal, 6ª Vara Cível, 7ª Vara Cível, 8ª Vara Cível, 9ª Vara Cível, 10ª Vara Cível, Atos Infracionais e Medidas Socioeducativas, Protetiva e Civel, Vara da Infância e da Juventude, Vara da Infância e Juventude
3509601;Campo Limpo Paulista;77632;3509601;Campo Limpo Paulista;3;Entrância Intermediária;Rua Marechal Deodoro da Fonseca , 550 - Vila Tavares, 13230-130;-23.21793230908407;-46.760057983110265;5;5ª Jundiaí;4;4ª Campinas;77632;1;Campo Limpo Paulista;12;Caieiras, Cajamar, Campo Limpo Paulista, Francisco Morato, Franco da Rocha, Itatiba, Itupeva, Jundiaí, Louveira, Morungaba, Vinhedo, Várzea Paulista;Fórum de Campo Limpo Paulista, Fórum de Campo Limpo Paulista (Anexo);3;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível
3509700;Campos do Jordão;46974;3509700;Campos do Jordão;3;Entrância Inicial;Avenida Doutor Januário Miráglia , 1200 - Vila Abernéssia, 12460-000;-22.7016269498373;-45.533060681321174;47;47ª Taubaté;9;9ª São José dos Campos;46974;1;Campos do Jordão;11;Campos do Jordão, Caçapava, Jambeiro, Lagoinha, Pindamonhangaba, Redenção da Serra, Santo Antônio do Pinhal, São Bento do Sapucaí, São Luiz do Paraitinga, Taubaté, Tremembé;Fórum Campos do Jordão I - (Des.José Carlos de Macedo Soares), Fórum Campos do Jordão II - Juizado Especial Civel e Criminal;3;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal
3509809;Campos Novos Paulista;4888;3535309;Palmital;3;Entrância Inicial;Avenida Reginalda Leão , 1500 - Centro, 19970-050;-22.828796288984474;-50.22094958288994;26;26ª Assis;5;5ª Presidente Prudente;33892;4;Campos Novos Paulista, Ibirarema, Palmital, Platina;18;Assis, Borá, Campos Novos Paulista, Cruzália, Cândido Mota, Echaporã, Florínia, Ibirarema, João Ramalho, Lutécia, Maracaí, Oscar Bressane, Palmital, Paraguaçu Paulista, Pedrinhas Paulista, Platina, Quatá, Tarumã;;0;;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível
3509908;Cananéia;12289;3509908;Cananéia;2;Entrância Inicial;Rua Pero Lobo , 75 - CENTRO, 11990-000;-25.01843310806141;-48.00855680697406;21;21ª Registro;7;7ª Santos;12289;1;Cananéia;13;Barra do Turvo, Cajati, Cananéia, Eldorado, Iguape, Ilha Comprida, Iporanga, Jacupiranga, Juquiá, Miracatu, Pariquera-Açu, Registro, Sete Barras;Fórum Cananéia - JOAQUIM GUEDES ALCOFORADO;2;Juizado Especial Cível e Criminal, Vara Judicial;Juizado Especial Cível e Criminal, Vara Judicial
3509957;Canas;4931;3527207;Lorena;4;Entrância Intermediária;Rua Doutor Epitácio Santiago , 99 - Centro, 12600-530;-22.793969750744992;-45.059992568195845;48;48ª Guaratinguetá;9;9ª São José dos Campos;89786;2;Canas, Lorena;17;Aparecida, Arapeí, Areias, Bananal, Cachoeira Paulista, Canas, Cruzeiro, Cunha, Guaratinguetá, Lavrinhas, Lorena, Piquete, Potim, Queluz, Roseira, Silveiras, São José do Barreiro;;0;;1ª Vara Judicial, 2ª Vara Judicial, 3ª Vara Judicial, Juizado Especial Cível e Criminal
3510005;Cândido Mota;29449;3510005;Cândido Mota;3;Entrância Inicial;Praça Antonio Pípolo , s/n - Centro, 19880-047;-22.80868037104806;-50.421699675700346;26;26ª Assis;5;5ª Presidente Prudente;29449;1;Cândido Mota;18;Assis, Borá, Campos Novos Paulista, Cruzália, Cândido Mota, Echaporã, Florínia, Ibirarema, João Ramalho, Lutécia, Maracaí, Oscar Bressane, Palmital, Paraguaçu Paulista, Pedrinhas Paulista, Platina, Quatá, Tarumã;Fórum Cândido Mota;3;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível
3510104;Cândido Rodrigues;2889;3553708;Taquaritinga;3;Entrância Inicial;Rua Duque de Caxias , 267 - Centro, 15900-017;-21.425577635346173;-48.53787919945323;42;42ª Jaboticabal;6;6ª Ribeirão Preto;67209;4;Cândido Rodrigues, Fernando Prestes, Santa Ernestina, Taquaritinga;14;Cândido Rodrigues, Fernando Prestes, Guariba, Jaboticabal, Monte Alto, Pirangi, Pitangueiras, Pradópolis, Santa Ernestina, Taiaçu, Taiúva, Taquaral, Taquaritinga, Vista Alegre do Alto;;0;;1ª Vara Judicial, 2ª Vara Judicial, 3ª Vara Judicial
3510153;Canitar;6283;3557204;Chavantes;3;Entrância Inicial;Rua Cel. Julio Silva , 365 - Centro, 18970-029;-23.046338572753058;-49.72653963307492;25;25ª Ourinhos;3;3ª Bauru;18494;2;Canitar, Chavantes;16;Bernardino de Campos, Canitar, Chavantes, Espírito Santo do Turvo, Ipaussu, Manduri, Ourinhos, Piraju, Ribeirão do Sul, Salto Grande, Santa Cruz do Rio Pardo, Sarutaiá, São Pedro do Turvo, Tejupá, Timburi, Óleo;;0;;Criminal e Juizado Especial das Fazendas Públicas, Juizado Especial Cível, Vara Judicial
3510203;Capão Bonito;46337;3510203;Capão Bonito;0;Entrância Intermediária;Rua Seabra do Amaral , 260 - Centro - Guapiara, 18310-000;-24.03919510967995;-48.28983476174015;22;22ª Itapetininga;10;10ª Sorocaba;70858;3;Capão Bonito, Guapiara, Ribeirão Grande;17;Alambari, Angatuba, Bofete, Campina do Monte Alegre, Capela do Alto, Capão Bonito, Cesário Lange, Guapiara, Guareí, Itapetininga, Porangaba, Quadra, Ribeirão Grande, Sarapuí, São Miguel Arcanjo, Tatuí, Torre de Pedra;Anexo do JEC - UAAJ - GUAPIARA, Fórum da Comarca de Capão Bonito;0;;
3510302;Capela do Alto;22866;3554003;Tatuí;7;Entrância Final;Avenida Virginio Montezzo Filho , 2009 - Nova Tatui, 18278-440;-23.36207995741744;-47.86948322059495;22;22ª Itapetininga;10;10ª Sorocaba;150213;3;Capela do Alto, Quadra, Tatuí;17;Alambari, Angatuba, Bofete, Campina do Monte Alegre, Capela do Alto, Capão Bonito, Cesário Lange, Guapiara, Guareí, Itapetininga, Porangaba, Quadra, Ribeirão Grande, Sarapuí, São Miguel Arcanjo, Tatuí, Torre de Pedra;;0;;1ª vara criminal, 1ª Vara Cível, 2ª Vara criminal, 2ª Vara Cível, 3ª Vara Cível, Juizado Especial Cível e Criminal, Vara do Juizado Especial Civel e Criminal
3510401;Capivari;50068;3510401;Capivari;3;Entrância Inicial;Rua Doutor João Adolfo Stein , 171 - Pão de Açucar, 13360-000;-22.980721625435358;-47.47802762489446;34;34ª Piracicaba;4;4ª Campinas;62755;3;Capivari, Mombuca, Rafard;16;Capivari, Cerquilho, Charqueada, Elias Fausto, Jumirim, Laranjal Paulista, Mombuca, Monte Mor, Piracicaba, Rafard, Rio das Pedras, Saltinho, Santa Maria da Serra, São Pedro, Tietê, Águas de São Pedro;Fórum Capivari;3;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal;1ª Vara Judicial, 2ª Vara Judicial, Juizado Especial Cível e Criminal
3510500;Caraguatatuba;134873;3510500;Caraguatatuba;6;Entrância Final;Praça Doutor José Rebello da Cunha , 73 - Sumaré, 11661-050;-23.63965981743717;-45.488124790172854;51;51ª Caraguatatuba;9;9ª São José dos Campos;134873;1;Caraguatatuba;4;Caraguatatuba, Ilhabela, São Sebastião, Ubatuba;Fórum Caraguatatuba, Fórum Caraguatatuba II (Serviço Anexo das Fazendas), Fórum Caraguatatuba III (CEJUSC), Fórum Caraguatatuba IV (Central de Mandados e Arquivo), Fórum Caraguatatuba V (Em construção);6;1ª Vara Cível, 2ª Vara Cível, 3ª Vara Cível, Juizado Especial Cível e Criminal, Vara Criminal, Vara do Juizado Especial Cível e Criminal;1ª Vara Cível, 2ª Vara Cível, 3ª Vara Cível, Juizado Especial Cível e Criminal, Vara Criminal, Vara do Juizado Especial Cível e Criminal
